id, name, tw_url, al_url, li_url, followers, num_investments
222180,"Diego Steverlynck",,https://angel.co/diego-steverlynck,http://www.linkedin.com/pub/diego-steverlynck/5/a04/166,17,3
222188,"Ron Shah",None,https://angel.co/ron-shah,None,25,7
222200,"Mikhail Advena",None,https://angel.co/mikhail-advena,http://www.linkedin.com/profile/view?id=4087132&trk=tab_pro,29,0
222203,"Han Shen",,https://angel.co/han-shen,http://www.linkedin.com/in/hanshen,251,0
222210,"Scott Bratcher",None,https://angel.co/scott-bratcher,None,5,0
222215,"Chuck Cohn",https://twitter.com/chuckcohn,https://angel.co/cohnc,http://www.linkedin.com/in/charlescohn,14,0
222219,"Neil Seeman",None,https://angel.co/neil-seeman,http://www.linkedin.com/in/seeman,52,0
222228,"Marc Vanlerberghe",,https://angel.co/marc-vanlerberghe-1,http://www.linkedin.com/in/marcvl,95,0
222233,"Will Bressman",None,https://angel.co/will-bressman,None,36,1
222243,"Ryan Tabone",,https://angel.co/ryant,http://www.linkedin.com/in/ryant,79,1
222247,"Ben Freeman",None,https://angel.co/banfreeman,None,28,0
222259,"k dowdall",http://twitter.com/#!/intellecthealth,https://angel.co/k-dowdall,,11,0
222261,"Chris Romero",None,https://angel.co/chris-romero-3726,None,6,0
222266,"Darren Berkovitz",None,https://angel.co/darren-berkovitz,,39,0
222292,"Jonathan Abrametz",None,https://angel.co/jonathan-abrametz,None,13,2
222293,"Rich Meyer",None,https://angel.co/rich-meyer,http://www.linkedin.com/pub/rich-meyer/5/849/965,6,0
222298,"Billy Sorrentino",http://twitter.com/#!/SorrentinoBilly,https://angel.co/billysorrentino,http://www.linkedin.com/in/billysorrentino,51,0
222302,"Shyam Desigan",None,https://angel.co/shyam-desigan,http://www.linkedin.com/pub/shyam-desigan/0/16/3b6,12,0
222306,"Andy Robinowitz",None,https://angel.co/andy-robinowitz,http://www.linkedin.com/in/robinowitz,104,3
222338,"Fidel Agbobu",None,https://angel.co/fidel-agbobu,None,15,1
222339,"Joe Burgess",None,https://angel.co/joe-burgess,http://www.linkedin.com/pub/joe-burgess/23/6b8/366,3,1
222362,"Kojo Appenteng",None,https://angel.co/kojo-appenteng,None,36,0
222393,"Mark Brouse",None,https://angel.co/mark-brouse,http://www.linkedin.com/pub/mark-brouse/10/6b7/b33,15,3
222417,"Eric Peterson",None,https://angel.co/eric-peterson-3,None,23,2
222427,"Andy",None,https://angel.co/andy-7,None,6,0
222428,"john",None,https://angel.co/john-44,None,1,0
222436,"Anoop Prakash",None,https://angel.co/anoop-prakash,None,10,1
222450,"Stanley Wong",None,https://angel.co/stanleywym,None,2,0
222451,"Arnie Custard",None,https://angel.co/arnie-custard,None,4,0
222465,"Chris Lee",,https://angel.co/chris6w,,59,1
222470,"Kinney Chan",None,https://angel.co/kinneychan,None,7,1
222479,"Joel Sng",https://twitter.com/joelinsg,https://angel.co/sngjoel,None,39,4
222519,"Krishna Yogi",None,https://angel.co/krishna-yogi,http://www.linkedin.com/in/krishnayogi,36,0
222520,"Stylianos Kelaidis",None,https://angel.co/stylianos-kelaidis,None,10,1
222539,"Dirk Blum",None,https://angel.co/dirk-blum,http://www.linkedin.com/pub/dirk-blum/0/594/214,23,5
222542,"Omar Shah",,https://angel.co/osshah,http://www.linkedin.com/pub/omar-shah/28/b04/940,67,0
222567,"Eric Gregg",None,https://angel.co/eric-gregg,http://www.linkedin.com/in/ericryangregg,152,0
222579,"Andrew Oldfield",None,https://angel.co/andrew-oldfield,None,4,0
222587,"Gene Kizhnerman",None,https://angel.co/gene-kizhnerman,None,1,0
222596,"Dave Pottruck",None,https://angel.co/dave-pottruck,http://www.linkedin.com/pub/dave-pottruck/8/850/ab8,25,1
222599,"Chris Moore",https://twitter.com/Moorski,https://angel.co/moorski,http://www.linkedin.com/in/moorechris,352,9
222604,"Gil Michel-Garcia",http://twitter.com/#!/GMichelGarcia,https://angel.co/gil-michel-garcia,http://www.linkedin.com/in/gmichelgarcia,100,1
222607,"Craig G. Stark",,https://angel.co/craig-g-stark,http://sg.linkedin.com/pub/craig-g-stark-md/72/a58/50b/,51,2
222615,"Scott Koorndyk",None,https://angel.co/scott-koorndyk,http://www.linkedin.com/in/scottkoorndyk,17,2
222643,"Dov Yarkoni",http://twitter.com/#!/dovyarkoni,https://angel.co/dovyarkoni,None,125,1
222650,"Peyman Oreizy",http://twitter.com/#!/peymano,https://angel.co/peymano,None,14,0
222670,"Jessica Milano",None,https://angel.co/jessica-milano,None,1,0
222671,"Doyle Matthews",None,https://angel.co/doyle-matthews,None,6,1
222672,"Rusty Reed",,https://angel.co/rusty-reed,http://www.linkedin.com/pub/rusty-reed/2/296/a46,82,5
222678,"Alfonso von Wunschheim",None,https://angel.co/alfonso-von-wunschheim,http://www.linkedin.com/in/alfonso,108,2
222696,"Pat Stephenson",None,https://angel.co/pat-stephenson,http://www.linkedin.com/in/patstephenson,45,0
222700,"Mike Mitchell",None,https://angel.co/mike-mitchell-1,None,2,0
222709,"Alex Rollin",,https://angel.co/alexrollin,,21,0
222725,"Andy Tong",,https://angel.co/andy-tong,http://www.linkedin.com/in/andyletong,201,0
222753,"Warren Katz",None,https://angel.co/warren-katz,None,26,2
222756,"Larry Blair",None,https://angel.co/larry-blair,http://www.linkedin.com/in/blairventures,44,4
222762,"Paul Hickey",None,https://angel.co/paul-hickey,http://www.linkedin.com/pub/paul-hickey/3/790/60a,64,1
222764,"Catherine Lacavera",None,https://angel.co/catherine-lacavera,http://www.linkedin.com/pub/catherine-lacavera/28/874/ab8,63,0
222769,"Kurt Oelerich",None,https://angel.co/kurt-oelerich,None,1,0
222770,"Kosta Gara",https://twitter.com/kostagara,https://angel.co/kosta-gara,http://www.linkedin.com/pub/kosta-gara/0/753/b63,35,0
222785,"Joan Senent",http://twitter.com/#!/joansenent,https://angel.co/joansenent,http://www.linkedin.com/in/joansenent,53,0
222807,"Will Aldrich",http://twitter.com/waldrich,https://angel.co/waldrich,http://www.linkedin.com/in/waldrich/,103,1
222819,"James Leszczenski",None,https://angel.co/jleszcze,None,87,0
222824,"Andrey Rozhkov",None,https://angel.co/rozhkovandrey,None,9,0
222827,"Birju Shah",,https://angel.co/birju-shah,http://www.linkedin.com/pub/birju-shah/1/223/49b,172,2
222839,"Nirav Shah",None,https://angel.co/nirav-shah-2,None,1,0
222848,"Jay Eliason",None,https://angel.co/jay-eliason,None,8,0
222854,"Bruce MacLellan",None,https://angel.co/bruce-maclellan,http://www.linkedin.com/pub/bruce-maclellan/2/842/39a,23,2
222863,"Sebastian Sobczak",http://BeautifulGoal.Org,https://angel.co/seabasschen,,38,8
222885,"Big Zee",http://twitter.com/#!/zeescorner,https://angel.co/zeescorner,None,3,0
222896,"Alex Liew",http://twitter.com/#!/alexxliew,https://angel.co/alexxliew,None,8,0
222912,"Maksim Baron",None,https://angel.co/maksim-baron,http://www.linkedin.com/pub/maksim-baron/a/569/a34,18,0
222913,"Sidney Yankson",,https://angel.co/sidney-yankson,,63,0
222917,"Franko Rados",None,https://angel.co/frankorados,http://www.linkedin.com/pub/franko-rados/6/203/4a3,25,2
222924,"David Morrison",None,https://angel.co/mdavidmorrison,None,2,0
222926,"Joe Sanchis",,https://angel.co/jjsanchis,http://www.linkedin.com/in/sanchis,212,1
222928,"Albert Liu",None,https://angel.co/albert-liu-3192,None,23,1
222939,"Craig Breslow",None,https://angel.co/craig-breslow,None,10,2
222967,"Tait Simpson",None,https://angel.co/tait-simpson-3,None,18,3
222980,"Jack Brandon",None,https://angel.co/jack-brandon,None,9,0
222995,"Travis Smith",None,https://angel.co/tyrese-smith-773,None,3,0
223003,"Jon Guest",None,https://angel.co/jon-guest,None,3,0
223009,"Kjartan Olafsson",,https://angel.co/olafsson,http://www.linkedin.com/in/kjartanolafsson,40,1
223025,"alberto ingber",None,https://angel.co/alberto-ingber,http://www.linkedin.com/pub/alberto-ingber/22/24b/8b,2,0
223081,"Gavin Kilduff",None,https://angel.co/gavin-kilduff,http://www.linkedin.com/pub/gavin-kilduff/26/b39/9b0,11,0
223082,"Scott Henderson",None,https://angel.co/laurence-balmoral,None,5,0
223083,"Jason DeLand",http://@jasondeland,https://angel.co/jason-deland,http://www.linkedin.com/in/deland,48,0
223092,"Luther Lowe",http://www.twitter.com/lutherlowe,https://angel.co/lutherlowe,http://www.linkedin.com/in/lutherlowe,121,0
223129,"R. Kenneth Lindell",None,https://angel.co/r-kenneth-lindell,http://www.linkedin.com/pub/r-kenneth-lindell/9/854/a30,3,0
223133,"Andrea Colaneri",None,https://angel.co/andreacolaneri,http://www.linkedin.com/pub/andrea-colaneri/45/479/69a,8,0
223153,"Carl Grivner",None,https://angel.co/carl-grivner,http://www.linkedin.com/pub/carl-grivner/32/1a6/859,18,1
223170,"Lukas Thoma",None,https://angel.co/lukasthoma-ch,None,12,0
223173,"Liam Cheung",None,https://angel.co/liam-cheung,http://www.linkedin.com/pub/liam-cheung/3/185/a62,19,0
223187,"John B Strong",http://johnbstrong,https://angel.co/john-strong,http://www.linkedin.com/pub/john-strong/23/96a/367,225,19
223188,"Nathan Wang",None,https://angel.co/nathan-wang,http://www.linkedin.com/in/nathanwang,11,0
223203,"nick_test",None,https://angel.co/nick_test,None,2,0
223211,"George Melika",http://twitter.com/#!/gmelika,https://angel.co/gmelika,None,17,0
223214,"Dennis Alex",None,https://angel.co/dennis-alex,None,2,0
223227,"Steve McAbee",None,https://angel.co/steve-mcabee,None,3,0
223228,"Michael Kidney",None,https://angel.co/michael-kidney,http://www.linkedin.com/pub/michael-kidney/10/b40/785,4,0
223233,"Tet Toe",None,https://angel.co/tet-toe,None,2,0
223253,"Rafael Sanches",http://twitter.com/#!/allthecooks,https://angel.co/mufumbo,http://www.linkedin.com/in/rafaelsanches,144,0
223273,"Malick Maachi",,https://angel.co/malick-maachi,http://www.linkedin.com/in/malickmaachi,19,0
223283,"heather carleton",,https://angel.co/heather-carleton,,22,4
223291,"Steve Holland",None,https://angel.co/steve-holland,http://www.linkedin.com/pub/steve-holland/56/702/28b,11,0
223294,"Bill Atkinson",None,https://angel.co/bill-atkinson,http://www.linkedin.com/in/billatkinson,14,0
223297,"Tom Deierlein",None,https://angel.co/tom-deierlein,http://www.linkedin.com/in/tomdeierlein,133,1
223305,"Gokhan Akat",None,https://angel.co/gokhan-akat,None,7,0
223313,"Stephen Carrabba",,https://angel.co/scarrabba,,20,2
223323,"Richard Crouch",None,https://angel.co/richard-crouch,None,12,1
223342,"Rob Kingyens",,https://angel.co/rob-kingyens,http://www.linkedin.com/in/robkingyens,68,3
223353,"Adam Garchik",None,https://angel.co/adam-garchik,None,13,0
223365,"Dave Strigler",,https://angel.co/dave-strigler,http://www.linkedin.com/profile/view?id=90952&authType=name&authToken=i0e5&locale=en_US&pvs=pp&trk=ppro_viewmore,69,3
223369,"Vish Shastry",,https://angel.co/vish-shastry,http://www.linkedin.com/in/vshastry,68,0
223418,"Petr Kral",None,https://angel.co/petrkral,http://www.linkedin.com/in/petrkral,9,0
223427,"Henry Sader",None,https://angel.co/henry-sader,None,18,0
223438,"Lucas Velez",None,https://angel.co/lucaslv,None,22,0
223466,"Kanik Varma",None,https://angel.co/kanik-varma,None,2,0
223468,"Mor Sweil",None,https://angel.co/mor-sweil,http://www.linkedin.com/pub/mor-sweil/18/9b4/4a,9,0
223504,"Justin Dew",,https://angel.co/justindew,http://www.linkedin.com/in/justindew/,63,3
223513,"Arjuman Amjad",http://www.twitter.com/arjuman_a,https://angel.co/arjuman-amjad,http://www.linkedin.com/in/arjuman,146,10
223517,"Randolf Kissling",None,https://angel.co/randolf-kissling,http://www.linkedin.com/in/randolfkissling,26,0
223528,"Mattias Waldau",None,https://angel.co/mattias-waldau,http://www.linkedin.com/in/mattiasw,5,0
223551,"Eric Knudstrup",None,https://angel.co/eric-knudstrup,http://www.linkedin.com/pub/eric-knudstrup/0/301/9b9,22,0
223568,"Christopher "moot" Poole",http://twitter.com/moot,https://angel.co/christopher_moot_poole,http://www.linkedin.com/in/christophermootpoole,124,1
223576,"Probal Lala",None,https://angel.co/probal-lala,None,11,4
223594,"Chris Walsh",http://twitter.com/#!/cgwalsh5,https://angel.co/cgwalsh5,None,4,0
223597,"Jon Vlassopulos",http://twitter.com/#!/vlasso,https://angel.co/jon-vlassopulos,http://www.linkedin.com/in/vlasso,392,2
223605,"Krishna Bhadriraju",,https://angel.co/krishna-bhadriraju,http://www.linkedin.com/pub/krishna-bhadriraju/16/3a/b3,74,7
223610,"Sunil K Goyal",None,https://angel.co/sunil-k-goyal,http://www.linkedin.com/in/skg69,202,1
223614,"Mark Smallcombe",,https://angel.co/mark-smallcombe,http://www.linkedin.com/in/marksmallcombe,86,0
223623,"Central Texas Angel Network",http://twitter.com/ctanangels,https://angel.co/ctanangels,,300,23
223632,"Jeff Chow",None,https://angel.co/jeff-chow-378,None,8,1
223642,"John "JC" Cardente",None,https://angel.co/john-jc-cardente,,20,0
223651,"David Graham",None,https://angel.co/david-graham,None,3,0
223654,"C. Chen",,https://angel.co/chenghung-chen,,87,11
223672,"Alexis Houssou",,https://angel.co/alexis-houssou,http://www.linkedin.com/pub/alexis-houssou/38/57a/4b1,28,2
223679,"Vince Mendillo",,https://angel.co/vince-mendillo,http://www.linkedin.com/pub/vince-mendillo/1/50/908,112,3
223680,"Martin Oliver",None,https://angel.co/martin-oliver,http://www.linkedin.com/pub/martin-oliver/24/514/511,7,0
223683,"Mark Hancock",,https://angel.co/mark-hancock-1,,3,0
223685,"Jessie Lee",None,https://angel.co/jessie-lee,None,4,0
223695,"Mic Ys Lu",None,https://angel.co/micys-lu,None,2,0
223709,"Lonnie Halpern",http://@LonnieHalpern,https://angel.co/lonnie-halpern-1,,31,0
223711,"John Rowley",None,https://angel.co/john-rowley-71,None,10,0
223720,"Mark Gilbert",,https://angel.co/mark-gilbert-1,http://www.linkedin.com/in/markgil,41,0
223736,"Kevin Tom",None,https://angel.co/kevin-tom-775,None,36,2
223745,"Current UMeTime Investors",None,https://angel.co/current-umetime-investors,None,2,1
223749,"Luke O'Dowd",None,https://angel.co/luke-o-dowd,None,2,0
223763,"Trey Andamo",None,https://angel.co/trey-andamo,http://www.linkedin.com/pub/trey-andamo/2/a58/68a,23,0
223774,"Sally Smith",None,https://angel.co/swardsmith,None,32,1
223778,"Sanjeev Kak",None,https://angel.co/sanjeev-kak,http://www.linkedin.com/in/sanjeevkak,26,2
223793,"Walter Kissling",None,https://angel.co/walter-kissling,None,5,0
223806,"wu cao",None,https://angel.co/wu-cao-1,None,2,0
223812,"Michele A. Walsh",http://twitter.com/#!/Walshm04Walsh,https://angel.co/walshm04walsh,None,2,0
223824,"Andrew Scriven",None,https://angel.co/andrew-scriven,http://www.linkedin.com/pub/andrew-scriven/b/67/591,5,0
223834,"Nidhi Patel",None,https://angel.co/ncpatel,None,11,0
223855,"Chris Pinzone",None,https://angel.co/chris-pinzone,None,11,1
223856,"Al Longfield",None,https://angel.co/al-longfield,http://www.linkedin.com/in/alongfield97,22,0
223857,"Patrick Lepere",None,https://angel.co/patrick-lepere,,8,0
223870,"Shobhan Thakkar",http://twitter.com/#!/legalesq,https://angel.co/shobhan-thakkar,http://www.linkedin.com/in/shobhanthakkar,123,1
223878,"Adrian Reyes",,https://angel.co/adrianhreyes,,36,0
223892,"Logan Lenz",http://twitter.com/#!/loganlenz,https://angel.co/loganlenz,http://www.linkedin.com/in/loganlenz,366,10
223915,"Dan Bradley",None,https://angel.co/danrbradley,None,7,0
223921,"andresvarela",http://twitter.com/#!/andresvarela,https://angel.co/andresvarela,None,9,0
223941,"Klas Hesselman",None,https://angel.co/klas-hesselman,http://www.linkedin.com/in/klashesselman,55,0
223943,"Felipe Camposano",None,https://angel.co/felipe-camposano,None,10,0
223969,"Christopher Greer",None,https://angel.co/christopher-greer,http://www.linkedin.com/pub/christopher-greer/2/868/8aa,71,0
223973,"Sam Miller-Little",None,https://angel.co/sammillitt,None,17,1
223998,"nadav",None,https://angel.co/nadav-1,None,26,0
224068,"Eric Downing",,https://angel.co/eric-downing,http://www.linkedin.com/in/ericdowning,3,0
224078,"Kjell Adstedt",None,https://angel.co/kjell-adstedt,None,9,0
224089,"Justin Fielder",None,https://angel.co/justin-m-fielder,None,3,0
224100,"mario",None,https://angel.co/mario-6,None,1,0
224113,"JD",None,https://angel.co/pedro-d-jang,None,16,0
224120,"Kelagha",None,https://angel.co/kelagha,None,3,0
224149,"Michael Gursha",https://twitter.com/mgursh,https://angel.co/michael-gursha,http://www.linkedin.com/pub/michael-gursha/4/9b1/141,72,1
224171,"Manoj Saxena",http://twitter.com/#!/manojsaxena,https://angel.co/manoj-saxena,http://www.linkedin.com/in/manojsaxena,189,1
224195,"Peter Soltes",None,https://angel.co/solteseu,http://www.linkedin.com/pub/peter-soltes/6/2b9/b3b,7,0
224208,"test15",None,https://angel.co/test15,None,1,0
224225,"Shaan Lal",None,https://angel.co/shaan-lal,None,8,0
224227,"Porter Gale",http://twitter.com/#!/portergale,https://angel.co/porter-gale-5,None,367,2
224230,"test16",None,https://angel.co/test16,None,2,0
224242,"Jiemin Li",None,https://angel.co/jiemin-li,http://www.linkedin.com/in/jiemin,27,0
224269,"Carlton Goldthwaite",None,https://angel.co/carlton-goldthwaite,http://www.linkedin.com/pub/carlton-goldthwaite/8/aa9/883,21,2
224271,"Craig Stapleton",None,https://angel.co/craig-stapleton,None,2,0
224274,"Michael Lousteau",None,https://angel.co/michael-lousteau,http://www.linkedin.com/pub/michael-lousteau/1/a58/123,46,2
224284,"Akshay Mittal",None,https://angel.co/akshay-mittal,None,4,0
224315,"Keith Bailly",None,https://angel.co/keith-bailly-itformobile,http://www.linkedin.com/in/keithbailly,25,0
224318,"Igor Ryabenkiy",https://twitter.com/rigor9,https://angel.co/igor-ryabenkiy,http://www.linkedin.com/pub/igor-ryabenkiy/a/180/431,477,33
224331,"Mary Pat Blake",None,https://angel.co/mary-pat-blake-1,http://www.linkedin.com/in/marypatblake,12,0
224332,"Matthew Baumann, CCIM",None,https://angel.co/matthew-baumann-ccim,http://www.linkedin.com/pub/matthew-baumann-ccim/0/119/65,11,1
224340,"Bryan Azur",None,https://angel.co/bryan-azur,None,4,0
224365,"Jim Gallagher",None,https://angel.co/jim-gallagher,http://www.linkedin.com/pub/jim-gallagher/0/597/3ba,15,0
224368,"Mark Linford",None,https://angel.co/linford,None,10,0
224384,"Kevin Tate",,https://angel.co/kevin-tate,http://www.linkedin.com/pub/kevin-tate/0/b3/10,118,3
224393,"Mark Hattendorf",,https://angel.co/mark-hattendorf,http://www.linkedin.com/pub/j-mark-hattendorf/0/139/829/,30,0
224401,"Cappy McGarr",None,https://angel.co/cappy-mcgarr,None,7,1
224426,"Daniel Seeff",http://twitter.com/#!/danseeff,https://angel.co/danseeff,None,75,1
224428,"Philip Goward",,https://angel.co/philip-goward,http://www.linkedin.com/in/philipgoward,21,2
224432,"Edip Pektas",None,https://angel.co/edip-pektas,http://www.linkedin.com/in/edippektas,35,0
224434,"Todd Dipaola",None,https://angel.co/todd-dipaola,http://www.linkedin.com/in/todddipaola,95,1
224440,"Randy Bunnell",,https://angel.co/randy-bunnell,,6,0
224441,"Paul Moskowitz",None,https://angel.co/paul-moskowitz,None,2,0
224442,"Kami Parsa",None,https://angel.co/kami-parsa,http://www.linkedin.com/pub/kami-parsa/3b/517/401,12,0
224447,"Philippe Rivard",None,https://angel.co/philippe-rivard,,16,0
224453,"William E Wijaya",,https://angel.co/william_eka,http://www.linkedin.com/pub/william-e-wijaya/24/a64/504,114,1
224463,"Matthew D'Ambrosio",None,https://angel.co/matthew-d-ambrosio,None,3,0
224464,"Ravi Sarin",,https://angel.co/ravi99,http://www.linkedin.com/pub/ravi-sarin/0/635/479/,52,3
224473,"Bob Kaminski",None,https://angel.co/bob-kaminski,http://www.linkedin.com/pub/bob-kaminski/6/42/363,14,0
224480,"Vishal Sood",,https://angel.co/vishal-sood,http://www.linkedin.com/in/vishalsoodaustralia,42,0
224481,"test17",None,https://angel.co/test17,None,2,0
224484,"Ben Khorsandi",None,https://angel.co/ben-khorsandi,None,29,0
224485,"Tom Daschle",,https://angel.co/tom-daschle,,7,1
224486,"Yahya Mokhtarzada",,https://angel.co/yahyam,,58,1
224492,"Patrick Sweeney",http://twitter.com/#!/PJSweeney,https://angel.co/pjsweeney,,186,2
224498,"Jaine Lucas",None,https://angel.co/jaine-lucas,http://www.linkedin.com/in/jainelucas,46,1
224515,"Ankit AJ Jain",,https://angel.co/ajain81,,129,4
224517,"Raj Sarkar",http://twitter.com/#!/rajsarkar,https://angel.co/rajsarkar,http://www.linkedin.com/in/rajsarkar,143,0
224552,"Geoffrey Scott Walker",None,https://angel.co/geoffrey-scott-walker,None,5,0
224583,"Don Home",http://twitter.com/#!/myhomeapp,https://angel.co/myhomeapp,None,8,0
224585,"Stephen Pfeifer M.D.",None,https://angel.co/stephen-pfeifer-m-d,http://www.linkedin.com/pub/stephen-pfeifer-m-d/12/809/a40,4,0
224594,"Doug Hecht",http://twitter.com/#!/dhecht,https://angel.co/dhecht,,22,0
224599,"ICE Angels",,https://angel.co/ice-angels-1,,65,11
224607,"Ben Creighton",None,https://angel.co/ben-creighton,http://www.linkedin.com/in/bencreighton,15,0
224670,"Luiz V R A C",None,https://angel.co/luiz-v-r-a-c,None,5,0
224679,"Nicholas Jarjour",None,https://angel.co/nick-jarjour,http://www.linkedin.com/pub/nick-jarjour/13/ab5/446,33,0
224680,"Mitesh Parikh",None,https://angel.co/techadopters,None,6,6
224681,"Amita",None,https://angel.co/amita-1,None,4,0
224703,"Alastair Bushby",None,https://angel.co/alastair-bushby,http://www.linkedin.com/pub/alastair-bushby/5/516/2ba,32,1
224720,"Talal Fathallah",,https://angel.co/talal-fathallah,http://www.linkedin.com/pub/talal-fathallah/1/790/526,40,0
224727,"John Egan Farley",http://twitter.com/#!/DesignAndIdeas,https://angel.co/designandideas,None,17,0
224732,"Peter Dolukhanov",http://twitter.com/#!/dolukhanov,https://angel.co/dolukhanov,None,10,0
224773,"Jan Owen Rees",http://twitter.com/#!/janowenltd,https://angel.co/janowenltd,http://www.linkedin.com/pub/jan-rees/1/588/544,51,10
224787,"Andy Steward",None,https://angel.co/andy-steward,http://www.linkedin.com/pub/andy-steward/14/984/270,52,0
224836,"Nicolas Mougin",None,https://angel.co/nicolas-mougin,http://www.linkedin.com/in/nicolasmougin,4,0
224854,"Kathy Odell",,https://angel.co/kathy-odell-1,http://www.linkedin.com/pub/kathy-odell/0/5a3/575,45,1
224869,"IMF Finance SA",None,https://angel.co/imf-finance-sa,None,6,0
224888,"Buck Marshall",,https://angel.co/buckmarshall,,39,2
224894,"bella",,https://angel.co/bella-1,,32,0
224901,"Brett Friedland",None,https://angel.co/brett-friedland,None,9,0
224912,"Shahin Farshchi",http://@Farshchi,https://angel.co/shahin,http://www.linkedin.com/in/shahinf,58,6
224914,"Pete Dignan",None,https://angel.co/pete-dignan,http://www.linkedin.com/in/petedignan,30,2
224927,"Mark Maybell",,https://angel.co/mark-maybell,http://www.linkedin.com/pub/mark-maybell/1/835/336,54,4
224930,"Samy KARSENTY",http://@BrightFounders,https://angel.co/skarsenty,http://www.linkedin.com/pub/samy-karsenty/17/694/128,61,4
225061,"Amy Kadomatsu",https://twitter.com/amyk1313,https://angel.co/amyk,http://www.linkedin.com/in/amykado,103,2
225070,"Zohar Levkovitz",,https://angel.co/zohar-levkovitz,,14,0
225075,"Ralph Cochrane",http://twitter.com/#!/ralphcochrane,https://angel.co/ralphcochrane,None,165,0
225097,"Leonardo Shapiro",None,https://angel.co/leonardo-shapiro,http://www.linkedin.com/pub/leonardo-shapiro/11/954/596,72,0
225100,"Surendra Goel",,https://angel.co/goels,http://www.linkedin.com/in/goels,63,1
225106,"Brian",None,https://angel.co/brian-26,None,17,0
225115,"Carolyn Rohde",https://twitter.com/CRohdster,https://angel.co/crohdster,http://www.linkedin.com/in/carolynrohde,53,0
225142,"giuseppe donagemma",None,https://angel.co/giuseppe-donagemma,http://www.linkedin.com/pub/giuseppe-donagemma/15/834/853,17,0
225151,"Alex Conconi",https://twitter.com/alexconconi,https://angel.co/alex-conconi,http://www.linkedin.com/in/alexfconconi,69,4
225158,"Ravi Sawhney",None,https://angel.co/ravi-sawhney,http://www.linkedin.com/in/ravisawhney,63,1
225175,"Damon Danieli",http://twitter.com/#!/InvestInCurves,https://angel.co/damondanieli,http://www.linkedin.com/in/damondanieli,130,3
225235,"Cameron Gregory",,https://angel.co/cameron-gregory,http://www.linkedin.com/in/camerongregory,10,0
225285,"Pekka Vartiainen",http://twitter.com/#!/Kaapoz,https://angel.co/kaapoz,http://www.linkedin.com/pub/pekka-vartiainen/3/27b/35b,47,1
225317,"Kars Veling",None,https://angel.co/kars-veling,http://www.linkedin.com/in/wkveling,15,2
225318,"Kenny Yeung",None,https://angel.co/kenny-yeung-315,None,9,1
225323,"Juan Vallejo Llopis",,https://angel.co/juan-vallejo-llopis,,10,0
225333,"Prashanth Meka",None,https://angel.co/prashanth-meka,http://www.linkedin.com/pub/prashanth-meka/1/944/852,75,0
225334,"Etnik Blakaj",None,https://angel.co/etnikblakaj,http://www.linkedin.com/pub/etnik-blakaj/4a/691/800,17,0
225350,"Diamantino Costa",None,https://angel.co/diamantino-costa,http://www.linkedin.com/pub/diamantino-costa/1/170/178,35,0
225355,"Jake Johnson",None,https://angel.co/jake-johnson,http://www.linkedin.com/in/jakebjohnson,5,0
225356,"Max Lutsik",http://twitter.com/#!/tomahavk,https://angel.co/max-lutsik,http://www.linkedin.com/in/lutsik,66,2
225386,"Jessica Miller-Merrell, SPHR",http://twitter.com/#!/blogging4jobs,https://angel.co/jessica-miller-merrell-sphr,http://www.linkedin.com/in/jmillermerrell,451,1
225388,"Steve Nicosia",None,https://angel.co/steve-nicosia,http://www.linkedin.com/pub/steve-nicosia/5/42/7a7,15,2
225389,"Rolf Metz",None,https://angel.co/rolf-metz,http://www.linkedin.com/in/rolfmetz,41,0
225395,"Enoch Choi",http://twitter.com/#!/enochchoi,https://angel.co/enochchoi,http://www.linkedin.com/in/enochchoi,308,0
225398,"Flos Mos",None,https://angel.co/flos-mos,None,5,0
225406,"William McLucas",None,https://angel.co/william-mclucas,http://www.linkedin.com/pub/william-mclucas/1a/4a6/589,4,1
225420,"Rich Langdale",None,https://angel.co/rich-langdale,None,7,0
225422,"Pablo G de O G Lascurain",,https://angel.co/pablo-garcia-lascurain,http://www.linkedin.com/pub/pablo-garcia-lascurain/25/706/98a,56,4
225423,"Tony Battaglia",None,https://angel.co/tony-battaglia,http://www.linkedin.com/pub/tony-battaglia/4/b20/29a,8,0
225430,"Brian Weisberg, CFA",http://www.twitter.com/betafactory,https://angel.co/weisberg,http://www.linkedin.com/in/brianmweisberg,100,2
225432,"tommaso",http://twitter.com/#!/tprennushi,https://angel.co/tprennushi,,10,1
225444,"Thomas Spahr",None,https://angel.co/thomas-spahr,http://www.linkedin.com/pub/thomas-spahr/1/a5a/943,30,1
225446,"Ryan McLemore",None,https://angel.co/ryan-mclemore,None,4,0
225452,"Drew Patterson",,https://angel.co/drew-patterson,http://www.linkedin.com/profile/view?id=2364961&locale=en_US&trk=tyah2,408,2
225490,"Mahender Bisht",,https://angel.co/mahender-bisht,http://www.linkedin.com/in/mbisht,73,0
225492,"Eric Levine",None,https://angel.co/eric-levine-3,http://www.linkedin.com/pub/eric-levine/44/744/296,7,0
225494,"Bernadette DeMao Hunter",,https://angel.co/bdemao,http://www.linkedin.com/in/bdemao,61,0
225515,"Rachel Aaron",http://twitter.com/#!/RMAaron,https://angel.co/rmaaron,http://ca.linkedin.com/pub/rachel-aaron/23/383/935/,55,0
